Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.363677.peg.184	CDS	CP002976.1	172017	172385	3	+	369	SSU ribosomal protein S13p (S18e)	Ribosome SSU bacterial	 	 
fig|6666666.363677.peg.185	CDS	CP002976.1	172401	172790	3	+	390	SSU ribosomal protein S11p (S14e)	Ribosome SSU bacterial	 	 
fig|6666666.363677.peg.186	CDS	CP002976.1	172906	173922	1	+	1017	DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	RNA polymerase bacterial	 	 
fig|6666666.363677.peg.187	CDS	CP002976.1	174069	174491	3	+	423	LSU ribosomal protein L17p	Ribosome LSU bacterial	 	 
fig|6666666.363677.peg.188	CDS	CP002976.1	174682	176079	1	+	1398	Periplasmic serine protease, DO/DeqQ family	- none -	 	 
fig|6666666.363677.peg.189	CDS	CP002976.1	176082	177404	3	+	1323	Replication-associated recombination protein RarA	- none -	 	 
fig|6666666.363677.peg.190	CDS	CP002976.1	177540	177920	3	+	381	Fluoride ion transporter CrcB	- none -	 	 
fig|6666666.363677.peg.191	CDS	CP002976.1	177917	178963	2	+	1047	Ribosomal large subunit pseudouridine synthase C (EC 5.4.99.24)	- none -	 	 
fig|6666666.363677.peg.192	CDS	CP002976.1	178978	179646	1	+	669	Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	2-phosphoglycolate salvage	 	 
fig|6666666.363677.peg.193	CDS	CP002976.1	179651	180358	2	+	708	Chaperone required for the assembly of the mitochondrial F1-ATPase	- none -	 	 
fig|6666666.363677.peg.194	CDS	CP002976.1	180588	181604	3	+	1017	Glutamate/glutamine/aspartate/asparagine ABC transporter, substrate-binding protein BztA	- none -	 	 
fig|6666666.363677.peg.195	CDS	CP002976.1	181748	182980	2	+	1233	Glutamate/glutamine/aspartate/asparagine transport system permease protein bztB	- none -	 	 
fig|6666666.363677.peg.196	CDS	CP002976.1	182984	184282	2	+	1299	Glutamate/glutamine/aspartate/asparagine transport system permease protein bztC	- none -	 	 
fig|6666666.363677.peg.197	CDS	CP002976.1	184295	185086	2	+	792	L-amino acid ABC transporter (Glu/Asp/His/...), ATP-binding protein AapP	- none -	 	 
fig|6666666.363677.peg.198	CDS	CP002976.1	185693	185235	-2	-	459	CopG protein	Copper homeostasis	 	 
fig|6666666.363677.peg.199	CDS	CP002976.1	186409	185912	-1	-	498	Phosphoglycerate mutase family protein	- none -	 	 
fig|6666666.363677.peg.200	CDS	CP002976.1	187149	186406	-3	-	744	Ferredoxin	Soluble cytochromes and functionally related electron carriers	 	 
fig|6666666.363677.peg.201	CDS	CP002976.1	188209	187349	-1	-	861	Acetylglutamate kinase (EC 2.7.2.8)	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended	 	 
fig|6666666.363677.peg.202	CDS	CP002976.1	188434	189162	1	+	729	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	- none -	 	 
fig|6666666.363677.peg.203	CDS	CP002976.1	189902	189252	-2	-	651	GTP-binding protein EngB	- none -	 	 
fig|6666666.363677.peg.204	CDS	CP002976.1	190654	189902	-1	-	753	MOSC domain protein	- none -	 	 
fig|6666666.363677.peg.205	CDS	CP002976.1	192468	190651	-3	-	1818	Inner membrane protein translocase and chaperone YidC, long form	- none -	 	 
fig|6666666.363677.peg.206	CDS	CP002976.1	194452	192908	-1	-	1545	Sensory box/GGDEF family protein	- none -	 	 
fig|6666666.363677.peg.207	CDS	CP002976.1	195406	194519	-1	-	888	tRNA(Cytosine32)-2-thiocytidine synthetase	- none -	 	 
fig|6666666.363677.peg.208	CDS	CP002976.1	195571	196143	1	+	573	FIG002577: Putative lipoprotein precursor	- none -	 	 
fig|6666666.363677.peg.209	CDS	CP002976.1	196421	196149	-2	-	273	Membrane protein insertion efficiency factor YidD	- none -	 	 
fig|6666666.363677.peg.210	CDS	CP002976.1	196913	196521	-2	-	393	Ribonuclease P protein component (EC 3.1.26.5)	- none -	 	 
fig|6666666.363677.peg.211	CDS	CP002976.1	197134	197000	-1	-	135	LSU ribosomal protein L34p	Ribosome LSU bacterial	 	 
fig|6666666.363677.peg.212	CDS	CP002976.1	197533	198336	1	+	804	COG0398: uncharacterized membrane protein	- none -	 	 
fig|6666666.363677.peg.213	CDS	CP002976.1	198339	199760	3	+	1422	Mercuric ion reductase (EC 1.16.1.1)	Mercuric reductase; <br>Mercury resistance operon	 	 
fig|6666666.363677.peg.214	CDS	CP002976.1	199777	201165	1	+	1389	Sensor histidine kinase in cluster with mercury reductase	- none -	 	 
fig|6666666.363677.peg.215	CDS	CP002976.1	201702	201496	-3	-	207	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.216	CDS	CP002976.1	201730	202383	1	+	654	IS1111A/IS1328/IS1533 family transposase	- none -	 	 
fig|6666666.363677.peg.217	CDS	CP002976.1	202761	202976	3	+	216	Mobile element protein	- none -	 	 
fig|6666666.363677.peg.218	CDS	CP002976.1	203434	203063	-1	-	372	Mobile element protein	- none -	 	 
fig|6666666.363677.peg.219	CDS	CP002976.1	203595	203431	-3	-	165	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.220	CDS	CP002976.1	204182	203985	-2	-	198	Transposase, IS3/IS911 family	- none -	 	 
fig|6666666.363677.peg.221	CDS	CP002976.1	204348	204500	3	+	153	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.222	CDS	CP002976.1	204727	205677	1	+	951	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.223	CDS	CP002976.1	205680	206477	3	+	798	NAD-dependent epimerase/dehydratase	- none -	 	 
fig|6666666.363677.peg.224	CDS	CP002976.1	206470	207246	1	+	777	FIG00919120: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.225	CDS	CP002976.1	207243	208439	3	+	1197	DegT/DnrJ/EryC1/StrS aminotransferase	- none -	 	 
fig|6666666.363677.peg.226	CDS	CP002976.1	208475	209608	2	+	1134	GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	- none -	 	 
fig|6666666.363677.peg.227	CDS	CP002976.1	210206	209700	-2	-	507	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.228	CDS	CP002976.1	210392	210279	-2	-	114	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.229	CDS	CP002976.1	211266	210376	-3	-	891	Potassium efflux system KefA protein / Small-conductance mechanosensitive channel	Potassium homeostasis	 	 
fig|6666666.363677.peg.230	CDS	CP002976.1	211379	212218	2	+	840	Inner membrane protein YfdC	- none -	 	 
fig|6666666.363677.peg.231	CDS	CP002976.1	212334	212495	3	+	162	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.232	CDS	CP002976.1	213930	212602	-3	-	1329	Glutathione reductase (EC 1.8.1.7)	Glutathione: Redox cycle	 	 
fig|6666666.363677.peg.233	CDS	CP002976.1	214293	215150	3	+	858	Ribonuclease BN	- none -	 	 
fig|6666666.363677.peg.234	CDS	CP002976.1	216454	215183	-1	-	1272	Uncharacterized MFS-type transporter	- none -	 	 
fig|6666666.363677.peg.235	CDS	CP002976.1	216948	216544	-3	-	405	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|6666666.363677.peg.236	CDS	CP002976.1	217028	218269	2	+	1242	FIG00919037: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.237	CDS	CP002976.1	218727	219440	3	+	714	trypsin domain protein	- none -	 	 
fig|6666666.363677.peg.238	CDS	CP002976.1	220845	219676	-3	-	1170	HlyD family secretion protein	- none -	 	 
fig|6666666.363677.peg.239	CDS	CP002976.1	223208	220842	-2	-	2367	Type I secretion system ATPase	- none -	 	 
fig|6666666.363677.peg.240	CDS	CP002976.1	224524	223205	-1	-	1320	outer membrane efflux protein	- none -	 	 
fig|6666666.363677.peg.241	CDS	CP002976.1	228288	224611	-3	-	3678	Large repetitive protein	- none -	 	 
fig|6666666.363677.peg.242	CDS	CP002976.1	228993	230927	3	+	1935	Uncharacterized protein YeaG	- none -	 	 
fig|6666666.363677.peg.243	CDS	CP002976.1	230949	232286	3	+	1338	FIG002076: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.244	CDS	CP002976.1	232273	233781	1	+	1509	FIG004684: SpoVR-like protein	- none -	 	 
fig|6666666.363677.peg.245	CDS	CP002976.1	234454	233789	-1	-	666	Predicted regulator PutR for proline utilization, GntR family	Proline, 4-hydroxyproline uptake and utilization	 	 
fig|6666666.363677.peg.246	CDS	CP002976.1	235733	234618	-2	-	1116	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	Glutathione-dependent pathway of formaldehyde detoxification	 	 
fig|6666666.363677.peg.247	CDS	CP002976.1	235866	236003	3	+	138	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.248	CDS	CP002976.1	236064	238580	3	+	2517	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	Copper Transport System; <br>Copper homeostasis	 	 
fig|6666666.363677.peg.249	CDS	CP002976.1	238577	238981	2	+	405	Cu(I)-responsive transcriptional regulator	Copper homeostasis	 	 
fig|6666666.363677.peg.250	CDS	CP002976.1	240119	239283	-2	-	837	FIG00740931: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.251	CDS	CP002976.1	240775	240131	-1	-	645	Protocatechuate 3,4-dioxygenase alpha chain (EC 1.13.11.3)	Protocatechuate branch of beta-ketoadipate pathway	 	 
fig|6666666.363677.peg.252	CDS	CP002976.1	241500	240775	-3	-	726	Protocatechuate 3,4-dioxygenase beta chain (EC 1.13.11.3)	Protocatechuate branch of beta-ketoadipate pathway	 	 
fig|6666666.363677.peg.253	CDS	CP002976.1	241912	241487	-1	-	426	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	Protocatechuate branch of beta-ketoadipate pathway	 	 
fig|6666666.363677.peg.254	CDS	CP002976.1	241999	242916	1	+	918	Pca operon transcriptional activator PcaQ	- none -	 	 
fig|6666666.363677.peg.255	CDS	CP002976.1	243154	244029	1	+	876	High-affinity branched-chain amino acid transport system permease protein LivH (TC 3.A.1.4.1)	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	 	 
fig|6666666.363677.peg.256	CDS	CP002976.1	244034	245119	2	+	1086	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	 	 
fig|6666666.363677.peg.257	CDS	CP002976.1	245116	245883	1	+	768	Benzoate transport, ATPase component	- none -	 	 
fig|6666666.363677.peg.258	CDS	CP002976.1	245883	246656	3	+	774	Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	 	 
fig|6666666.363677.peg.259	CDS	CP002976.1	246700	248637	1	+	1938	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	Biotin biosynthesis; <br>Biotin synthesis cluster; <br>Fatty acid metabolism cluster	 	 
fig|6666666.363677.peg.260	CDS	CP002976.1	248683	249843	1	+	1161	Branched-chain amino acid ABC transporter, amino acid-binding protein (TC 3.A.1.4.1)	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	 	 
fig|6666666.363677.peg.261	CDS	CP002976.1	249999	250916	3	+	918	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|6666666.363677.peg.262	CDS	CP002976.1	251320	252984	1	+	1665	Adenylate cyclase (EC 4.6.1.1)	cAMP signaling in bacteria	 	 
fig|6666666.363677.peg.263	CDS	CP002976.1	253139	254128	2	+	990	Oxidoreductase, zinc-binding dehydrogenase family	- none -	 	 
fig|6666666.363677.peg.264	CDS	CP002976.1	254125	254250	1	+	126	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.265	CDS	CP002976.1	254777	257686	2	+	2910	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.266	CDS	CP002976.1	258830	257859	-2	-	972	FIG00918332: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.267	CDS	CP002976.1	259140	260441	3	+	1302	Glycerol-3-phosphate ABC transporter, substrate-binding protein UgpB	- none -	 	 
fig|6666666.363677.peg.268	CDS	CP002976.1	260515	261396	1	+	882	Glycerol-3-phosphate ABC transporter, permease protein UgpA (TC 3.A.1.1.3)	Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|6666666.363677.peg.269	CDS	CP002976.1	261407	262288	2	+	882	Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)	Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|6666666.363677.peg.270	CDS	CP002976.1	262301	263347	2	+	1047	Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|6666666.363677.peg.271	CDS	CP002976.1	263344	264345	1	+	1002	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.272	CDS	CP002976.1	264448	265518	1	+	1071	ADA regulatory protein / Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)	DNA repair, bacterial; <br>DNA repair, bacterial	 	 
fig|6666666.363677.peg.273	CDS	CP002976.1	265638	267158	3	+	1521	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)	- none -	 	 
fig|6666666.363677.peg.274	CDS	CP002976.1	267155	268339	2	+	1185	Peptidase, M23/M37 family	- none -	 	 
fig|6666666.363677.peg.275	CDS	CP002976.1	268343	269686	2	+	1344	Carboxyl-terminal protease (EC 3.4.21.102)	- none -	 	 
fig|6666666.363677.peg.276	CDS	CP002976.1	270357	269767	-3	-	591	Transcriptional regulator, AraC family	- none -	 	 
fig|6666666.363677.peg.277	CDS	CP002976.1	270728	271909	2	+	1182	P-hydroxybenzoate hydroxylase (EC 1.14.13.2)	p-Hydroxybenzoate degradation	 	 
fig|6666666.363677.peg.278	CDS	CP002976.1	272575	271919	-1	-	657	Rrf2-linked NADH-flavin reductase	- none -	 	 
fig|6666666.363677.peg.279	CDS	CP002976.1	272771	273700	2	+	930	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|6666666.363677.peg.280	CDS	CP002976.1	273697	274458	1	+	762	Efflux ABC transporter, permease protein	- none -	 	 
fig|6666666.363677.peg.281	CDS	CP002976.1	274695	275492	3	+	798	Peptidase, family S49	- none -	 	 
fig|6666666.363677.peg.282	CDS	CP002976.1	275473	275670	1	+	198	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.283	CDS	CP002976.1	275667	276611	3	+	945	K+-dependent Na+/Ca+ exchanger related-protein	- none -	 	 
fig|6666666.363677.peg.284	CDS	CP002976.1	276646	277422	1	+	777	FolM Alternative dihydrofolate reductase 1	Folate Biosynthesis	 	 
fig|6666666.363677.peg.285	CDS	CP002976.1	277737	279626	3	+	1890	Excinuclease ABC subunit C	DNA repair, UvrABC system	 	 
fig|6666666.363677.peg.286	CDS	CP002976.1	279823	280494	1	+	672	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	- none -	 	 
fig|6666666.363677.peg.287	CDS	CP002976.1	280494	280739	3	+	246	Molybdopterin synthase sulfur carrier subunit	- none -	 	 
fig|6666666.363677.peg.288	CDS	CP002976.1	280743	281204	3	+	462	Molybdopterin synthase catalytic subunit MoaE (EC 2.8.1.12)	- none -	 	 
fig|6666666.363677.peg.289	CDS	CP002976.1	281534	281220	-2	-	315	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.290	CDS	CP002976.1	283441	281531	-1	-	1911	OmpA domain protein	- none -	 	 
fig|6666666.363677.peg.291	CDS	CP002976.1	284481	283519	-3	-	963	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	- none -	 	 
fig|6666666.363677.peg.292	CDS	CP002976.1	284493	285221	3	+	729	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)	- none -	 	 
fig|6666666.363677.peg.293	CDS	CP002976.1	285218	286126	2	+	909	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.294	CDS	CP002976.1	286123	286650	1	+	528	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.295	CDS	CP002976.1	286715	288085	2	+	1371	Glutamate--cysteine ligase (EC 6.3.2.2)	Glutathione: Biosynthesis and gamma-glutamyl cycle	 	 
fig|6666666.363677.peg.296	CDS	CP002976.1	288303	288557	3	+	255	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.297	CDS	CP002976.1	289128	288655	-3	-	474	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.298	CDS	CP002976.1	290012	289407	-2	-	606	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY (EC 2.3.1.n3)	- none -	 	 
fig|6666666.363677.peg.299	CDS	CP002976.1	291322	290012	-1	-	1311	Dihydroorotase (EC 3.5.2.3)	- none -	 	 
fig|6666666.363677.peg.300	CDS	CP002976.1	291861	291328	-3	-	534	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.301	CDS	CP002976.1	292241	291858	-2	-	384	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.302	CDS	CP002976.1	292800	292243	-3	-	558	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.303	CDS	CP002976.1	293799	292804	-3	-	996	Aspartate carbamoyltransferase (EC 2.1.3.2)	- none -	 	 
fig|6666666.363677.peg.304	CDS	CP002976.1	293906	294667	2	+	762	Uracil-DNA glycosylase, family 4 (EC 3.2.2.27)	- none -	 	 
fig|6666666.363677.peg.305	CDS	CP002976.1	294744	295286	3	+	543	Molybdenum cofactor biosynthesis protein MoaB	- none -	 	 
fig|6666666.363677.peg.306	CDS	CP002976.1	295424	296914	2	+	1491	RND efflux system, membrane fusion protein	- none -	 	 
fig|6666666.363677.peg.307	CDS	CP002976.1	296920	300315	1	+	3396	Transporter, AcrB/AcrD/AcrF family	- none -	 	 
fig|6666666.363677.peg.308	CDS	CP002976.1	300858	300349	-3	-	510	Nudix-family hydrolase	- none -	 	 
fig|6666666.363677.peg.309	CDS	CP002976.1	301625	300891	-2	-	735	thio:disulfide interchange protein, putative	- none -	 	 
fig|6666666.363677.peg.310	CDS	CP002976.1	301924	302481	1	+	558	UPF0301 protein YqgE	- none -	 	 
fig|6666666.363677.peg.311	CDS	CP002976.1	303464	302517	-2	-	948	Threonylcarbamoyl-AMP synthase (EC 2.7.7.87) / SUA5 domain with internal deletion	- none -	 	 
fig|6666666.363677.peg.312	CDS	CP002976.1	303597	305303	3	+	1707	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	- none -	 	 
fig|6666666.363677.peg.313	CDS	CP002976.1	305300	306337	2	+	1038	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|6666666.363677.peg.314	CDS	CP002976.1	306362	306826	2	+	465	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.315	CDS	CP002976.1	306864	307394	3	+	531	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.316	CDS	CP002976.1	307483	307617	1	+	135	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.317	CDS	CP002976.1	307626	308294	3	+	669	putative lipoprotein	- none -	 	 
fig|6666666.363677.peg.318	CDS	CP002976.1	308709	308374	-3	-	336	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.319	CDS	CP002976.1	309431	308706	-2	-	726	AzlC family protein	- none -	 	 
fig|6666666.363677.peg.320	CDS	CP002976.1	309491	310393	2	+	903	Sulfur carrier protein FdhD	- none -	 	 
fig|6666666.363677.peg.321	CDS	CP002976.1	310456	311097	1	+	642	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)	- none -	 	 
fig|6666666.363677.peg.322	CDS	CP002976.1	311094	311585	3	+	492	Molybdopterin-guanine dinucleotide biosynthesis protein MobB	ar-431-EC Molybdopterin-guanine dinucleotide biosynthesis	 	 
fig|6666666.363677.peg.323	CDS	CP002976.1	311582	312394	2	+	813	Predicted molybdopterin biosynthesis related protein SPO0309	- none -	 	 
fig|6666666.363677.peg.324	CDS	CP002976.1	312391	313647	1	+	1257	Molybdopterin molybdenumtransferase (EC 2.10.1.1)	- none -	 	 
fig|6666666.363677.peg.325	CDS	CP002976.1	314672	313659	-2	-	1014	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.326	CDS	CP002976.1	315251	314781	-2	-	471	Transcription elongation factor GreA	Transcription factors bacterial	 	 
fig|6666666.363677.peg.327	CDS	CP002976.1	315790	315554	-1	-	237	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.328	CDS	CP002976.1	316166	315783	-2	-	384	Glyoxalase family protein	- none -	 	 
fig|6666666.363677.peg.329	CDS	CP002976.1	316333	316827	1	+	495	Redox-sensitive transcriptional activator SoxR	Oxidative stress	 	 
fig|6666666.363677.peg.330	CDS	CP002976.1	316985	318634	2	+	1650	Electron transfer flavoprotein-ubiquinone oxidoreductase (EC 1.5.5.1)	Acetyl-CoA fermentation to Butyrate; <br>Anaerobic respiratory reductases	 	 
fig|6666666.363677.peg.331	CDS	CP002976.1	318775	320523	1	+	1749	TPR domain protein	- none -	 	 
fig|6666666.363677.peg.332	CDS	CP002976.1	320513	321349	2	+	837	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	Nonmevalonate Branch of Isoprenoid Biosynthesis	 	 
fig|6666666.363677.peg.333	CDS	CP002976.1	322645	321425	-1	-	1221	Decaprenyl diphosphate synthase (EC 2.5.1.91)	Isoprenoinds for Quinones	 	 
fig|6666666.363677.peg.334	CDS	CP002976.1	322693	323460	1	+	768	COG4123: Predicted O-methyltransferase	- none -	 	 
fig|6666666.363677.peg.335	CDS	CP002976.1	323617	323796	1	+	180	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.336	CDS	CP002976.1	324130	323960	-1	-	171	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|6666666.363677.peg.337	CDS	CP002976.1	324279	324082	-3	-	198	Permease of the drug/metabolite transporter (DMT) superfamily	- none -	 	 
fig|6666666.363677.peg.338	CDS	CP002976.1	325124	324276	-2	-	849	Transcriptional regulator, LysR family	- none -	 	 
fig|6666666.363677.peg.339	CDS	CP002976.1	325316	325477	2	+	162	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.340	CDS	CP002976.1	326274	325552	-3	-	723	Acetoacetyl-CoA reductase (EC 1.1.1.36) of ethylmalonyl-CoA pathway	- none -	 	 
